	O2.UC-1	O2.UC-11	O2.UC-12	O2.UC-13	O2.UC-14	O2.UC-16	O2.UC-17	O2.UC-18	O2.UC-19	O2.UC-20	O2.UC-21	O2.UC-22	O2.UC-23	O2.UC-24	O2.UC-4	V1.CD-1	V1.CD-11	V1.CD-12	V1.CD-13	V1.CD-14	V1.CD-15	V1.CD-2	V1.CD-3	V1.CD-4	V1.CD-6	V1.CD-8	V1.CD-9	V1.UC-10	V1.UC-13	V1.UC-14	V1.UC-15	V1.UC-17	V1.UC-18	V1.UC-19	V1.UC-21	V1.UC-6	V1.UC-7	V1.UC-8	V1.UC-9
O2.UC-21	0.998393834322	0.998997604683	0.997612569193	0.998101064135	0.999273820809	0.99800063103	0.999107921317	0.998493175366	0.998997676593	0.997704469605	0.0	0.994275836161	0.998168836559	0.998033622395	0.996104339752	0.998667692358	0.999440962798	0.997013642011	0.997460266433	0.998336022987	0.997771184858	0.994001959052	0.99922531728	0.993240215999	0.998549731399	0.992208790729	0.997652858946	0.997100983692	0.998803721841	0.997995922397	0.997438531454	0.998038753336	0.998410569066	0.992420303967	0.998268803267	0.997899744529	0.998475077624	0.997986143592	0.998735154535
O2.UC-22	0.984282666024	0.993229996701	0.988722937839	0.982047863967	0.996734828538	0.992165453102	0.982724969579	0.986472855746	0.990604129429	0.976543139163	0.994275836161	0.0	0.984159396119	0.990993694556	0.991477549406	0.991407664156	0.997304820674	0.983374961022	0.985967254201	0.988155944278	0.992251366457	0.995372506561	0.994206869295	0.986075622984	0.984357296193	0.990117981495	0.982612360273	0.98193865818	0.977673187748	0.9950707295	0.984842506691	0.994881938998	0.987787438423	0.989055347501	0.989464397977	0.977677014542	0.986471388099	0.955580903251	0.982105758118
O2.UC-23	0.98786796456	0.978604869388	0.986719741912	0.992780667559	0.995832204444	0.992261257942	0.977782775969	0.967763001749	0.979435958874	0.964527561432	0.998168836559	0.984159396119	0.0	0.987147125027	0.993313375147	0.985314241643	0.993687966702	0.979928175874	0.980963907777	0.985032776254	0.99526490901	0.99653087006	0.995673667422	0.988732924771	0.98798102298	0.987734178143	0.981730601302	0.975416893339	0.961270223481	0.987736435313	0.985890275805	0.974330530825	0.992999000518	0.986586890034	0.986439945698	0.973032976039	0.974400875912	0.972187289604	0.968353922575
O2.UC-24	0.988219454881	0.970442324404	0.972357716593	0.986108014947	0.986354863849	0.984333072887	0.998306965414	0.971512755466	0.980665695187	0.982543621043	0.998033622395	0.990993694556	0.987147125027	0.0	0.996083872789	0.997765014753	0.99914778567	0.982432908158	0.980705095646	0.992474745137	0.998504391519	0.987878252652	0.996713452569	0.985613627584	0.990367443585	0.978880951588	0.983655836984	0.981890916782	0.9926868624	0.984623015962	0.993797116721	0.995758388947	0.99580219803	0.981545222955	0.986137608972	0.987023676843	0.99019544706	0.985050483274	0.986072892078
O2.UC-4	0.990355736067	0.996027497123	0.991272496818	0.992874837261	0.995019546996	0.994268441236	0.998257063147	0.990488463009	0.992443329156	0.978724423637	0.996104339752	0.991477549406	0.993313375147	0.996083872789	0.0	0.996354904165	0.997938130845	0.985521368788	0.975850741975	0.994790744993	0.998549917053	0.991293932311	0.996406932656	0.976666104721	0.993267547635	0.974315337275	0.988457348726	0.970676147805	0.996321812518	0.937888044096	0.989178506893	0.99057554869	0.989866232125	0.98531961611	0.98801948832	0.983560907463	0.992015752772	0.991812114203	0.991937290141
V1.CD-1	0.99445860954	0.996012766913	0.996104478245	0.996648089653	0.999061459101	0.979259143793	0.982326404063	0.996391750514	0.997252586447	0.991940773546	0.998667692358	0.991407664156	0.985314241643	0.997765014753	0.996354904165	0.0	0.984505966048	0.995345955828	0.995197960241	0.988563467373	0.990659018933	0.99844788291	0.997929099071	0.991495514574	0.98974907357	0.997171481975	0.994107368939	0.993752772625	0.995450264892	0.997005491298	0.985630577469	0.996502840307	0.991281839145	0.995953073234	0.986074158038	0.994983569584	0.991262467661	0.992183630414	0.996950032966
V1.CD-11	0.996803545948	0.997048245095	0.998900369431	0.999171207033	0.999703892186	0.99594106349	0.934233321467	0.998406597389	0.999179648637	0.998212427447	0.999440962798	0.997304820674	0.993687966702	0.99914778567	0.997938130845	0.984505966048	0.0	0.998337663925	0.990428096168	0.930305615451	0.991137758886	0.999668578165	0.997366692104	0.997233741382	0.994671689417	0.998332678119	0.990364944576	0.972329173099	0.988945412408	0.999207129173	0.993460785284	0.998148821448	0.992524432954	0.998392527353	0.984887323565	0.977170412964	0.994488420746	0.994623749293	0.995946235499
V1.CD-12	0.981036156381	0.902240002775	0.973964830915	0.990704329395	0.984025683888	0.992798873202	0.998171878724	0.949201580428	0.979299202472	0.968213478127	0.997013642011	0.983374961022	0.979928175874	0.982432908158	0.985521368788	0.995345955828	0.998337663925	0.0	0.95640557614	0.979372541091	0.998308311617	0.994818914555	0.993951856327	0.97718472692	0.984472542775	0.975144165345	0.987609245575	0.953733256678	0.988901647673	0.986110774031	0.989519307362	0.997885812412	0.990508234619	0.983075130533	0.973229168425	0.94324854948	0.987086018844	0.972016195727	0.966203891262
V1.CD-13	0.984476478497	0.967285801425	0.980973569119	0.985575969485	0.99431650791	0.992255713733	0.996542954399	0.960188515613	0.972628421989	0.97370372412	0.997460266433	0.985967254201	0.980963907777	0.980705095646	0.975850741975	0.995197960241	0.990428096168	0.95640557614	0.0	0.988847294417	0.996448773667	0.996334691565	0.993074188181	0.96630423171	0.978300896075	0.963614552895	0.959723770626	0.921913291617	0.989460627054	0.986530086448	0.986372051822	0.989772418281	0.989869704492	0.972590736321	0.969922177613	0.942748049114	0.98522177756	0.967354046864	0.967913342299
V1.CD-14	0.969860788142	0.994126448328	0.995751269132	0.995208277731	0.99819308931	0.993636597974	0.971539855576	0.986593400352	0.993878791565	0.975189294816	0.998336022987	0.988155944278	0.985032776254	0.992474745137	0.994790744993	0.988563467373	0.930305615451	0.979372541091	0.988847294417	0.0	0.991499540766	0.998833151764	0.997499341516	0.994227410012	0.982889561271	0.994416877217	0.988163182294	0.984788519201	0.978819529776	0.996711929321	0.978987146274	0.995638730001	0.987985068421	0.996834565861	0.992389287076	0.983109579761	0.985265653428	0.978619348742	0.990944300972
