	GS000a.fa.comb	GS000b.fa.comb	GS000c.fa.comb	GS000d.fa.comb	GS001a.fa.comb	GS001b.fa.comb	GS001c.fa.comb	GS002.fa.comb	GS003.fa.comb	GS004.fa.comb	GS005.fa.comb	GS006.fa.comb	GS007.fa.comb	GS008.fa.comb	GS009.fa.comb	GS010.fa.comb	GS011.fa.comb	GS012.fa.comb	GS013.fa.comb	GS014.fa.comb	GS015.fa.comb	GS016.fa.comb	GS017.fa.comb	GS018.fa.comb	GS019.fa.comb	GS020.fa.comb	GS021.fa.comb	GS022.fa.comb	GS023.fa.comb	GS025.fa.comb	GS026.fa.comb	GS027.fa.comb	GS028.fa.comb	GS029.fa.comb	GS030.fa.comb	GS031.fa.comb	GS032.fa.comb	GS033.fa.comb	GS034.fa.comb	GS035.fa.comb	GS036.fa.comb	GS037.fa.comb	GS047.fa.comb	GS051.fa.comb
GS015.fa.comb	0.993877421305	0.98471685465	0.983518642797	0.984717211849	0.99954025375	0.998680515149	0.996158625115	0.999951797937	0.999989416141	1.0	1.0	0.999989307157	1.0	0.999922184136	0.999980645005	0.999815234409	0.999952342562	0.999992111201	0.999947248441	0.988362790589	0.0	0.97339714874	0.96157872724	0.972055311823	0.981110599306	0.998654762495	0.993965118074	0.993518696993	0.986014523084	0.995847326767	0.991732950841	0.998437508943	0.998470358454	0.998933914273	0.997426589985	0.998648368197	0.999970949234	0.999995119672	0.994008612619	0.999574906032	0.998653001464	0.999917112189	0.998645189648	0.994093873857
GS016.fa.comb	0.995279475059	0.986054530477	0.983901830199	0.986167771823	0.999242969637	0.999064336068	0.995771689456	0.999919585706	0.999978805364	0.999988893887	0.999989375999	1.0	0.999943852399	0.999961055702	0.999951556255	0.999678716423	0.999976148547	0.999992103725	0.999864230356	0.984250430652	0.97339714874	0.0	0.95586725344	0.968754747744	0.978624255564	0.999711908793	0.991920284258	0.991848350376	0.984725548001	0.996521289948	0.990880215812	0.998104249117	0.9981529158	0.999056643895	0.996639754542	0.998690381759	0.999941847787	0.999982913848	0.997950043791	0.999432700346	0.99846574807	0.99981327026	0.998198244842	0.9920657233
GS017.fa.comb	0.987697750395	0.969128037567	0.972705039463	0.968956683468	0.998914818232	0.997956876316	0.991329744065	0.99990505603	0.999956138427	0.999993559606	0.999987449484	0.999987392044	0.999987036599	0.999938022291	0.999988126477	0.999785640919	0.999937175406	0.999984364536	0.999914057642	0.984205596353	0.96157872724	0.95586725344	0.0	0.944754748654	0.960346749604	0.999718379019	0.98890027454	0.987722911168	0.972879845993	0.992571090173	0.983829647866	0.996297385028	0.996681839452	0.998689316646	0.994179004529	0.99772040197	0.999945759235	0.999970521227	0.996841256557	0.999191756925	0.998018614283	0.99965352002	0.997175560253	0.991256276467
GS018.fa.comb	0.992079338877	0.981149018423	0.986688246954	0.98123301255	0.999123099318	0.998228103814	0.993832254332	0.999962168931	1.0	1.0	1.0	0.999960478604	0.999989675981	0.999970631209	0.999945957144	0.999755708062	0.999977543061	0.999977687287	0.999921645725	0.987821579513	0.972055311823	0.968754747744	0.944754748654	0.0	0.96877742135	0.999908904163	0.990609781417	0.989357236058	0.975641239476	0.993523502927	0.985463493732	0.997319247964	0.997221175726	0.998840567028	0.995329700435	0.998642824582	0.999931214984	0.999980838277	0.996008517088	0.999393420018	0.998202296158	0.999673724768	0.997461272429	0.99164596559
GS019.fa.comb	0.994818200493	0.986740478006	0.991482862583	0.987295883995	0.999358967433	0.998700437608	0.995353045556	0.999968861297	0.999989844107	1.0	0.999989819603	0.9999794876	1.0	0.999916974866	0.999981363103	0.999878293677	0.99998460117	0.999984702872	0.999941468697	0.992513530903	0.981110599306	0.978624255564	0.960346749604	0.96877742135	0.0	0.999916604893	0.993875480584	0.993237011989	0.984812352818	0.995585868529	0.989304004067	0.998276465075	0.998020821452	0.999085642336	0.996954357837	0.99908347705	0.999943531338	0.999980666522	0.998056898751	0.999529222602	0.998975867107	0.999641782134	0.998212050778	0.994317214451
GS020.fa.comb	0.99997446564	0.999934804045	0.999909800207	0.999958637915	1.0	1.0	0.999974273616	1.0	1.0	1.0	1.0	1.0	1.0	0.999981221098	1.0	0.999983985437	0.999291808265	0.999479310892	0.999880291352	0.997004044775	0.998654762495	0.999711908793	0.999718379019	0.999908904163	0.999916604893	0.0	0.998407111477	0.999741637302	0.999920820855	0.999966428952	0.99992983564	0.999915129187	0.999983518985	1.0	0.999981693559	0.999978164628	0.999995499277	0.999989884788	0.999990712836	0.99999085022	0.999967905256	0.999988951039	0.999983442703	0.999943574154
GS021.fa.comb	0.998599347652	0.996280441358	0.996356612529	0.996569246484	0.999919751961	0.99982936916	0.999384338097	1.0	1.0	1.0	0.999968900476	1.0	0.999989057764	0.999847008831	0.999914732758	0.999200388383	0.999937556833	0.99999224686	0.999799874736	0.984264413099	0.993965118074	0.991920284258	0.98890027454	0.990609781417	0.993875480584	0.998407111477	0.0	0.978047818196	0.993369806947	0.996126257085	0.995445745525	0.991109930541	0.990631136045	0.995989776969	0.989766778694	0.997363599725	0.999664064957	0.999978156745	0.990569050705	0.996948043373	0.99141093744	0.999463204165	0.999383280845	0.97961500115
GS022.fa.comb	0.998745453904	0.996144398212	0.99659936758	0.995955074003	0.999833342171	0.99968950966	0.99870101349	0.999983556148	1.0	1.0	0.999989058662	1.0	1.0	0.999904503078	0.999960192073	0.999589930288	0.999959365616	0.999991929757	0.999953791948	0.990005867163	0.993518696993	0.991848350376	0.987722911168	0.989357236058	0.993237011989	0.999741637302	0.978047818196	0.0	0.984994876587	0.993834929622	0.990471096849	0.991016518203	0.99083401456	0.994928729694	0.987916325232	0.99679606066	0.999807178879	0.999980341976	0.99210184017	0.996601594051	0.99265060241	0.998153011765	0.997335961851	0.987512168654
GS023.fa.comb	0.995817699065	0.990809162408	0.994668111882	0.990298544352	0.999520702389	0.999124828091	0.995891784456	1.0	0.999979450929	1.0	1.0	0.999979245577	1.0	0.999961934634	0.999981163529	0.999886446973	0.999945628112	1.0	0.999985244426	0.994578828416	0.986014523084	0.984725548001	0.972879845993	0.975641239476	0.984812352818	0.999920820855	0.993369806947	0.984994876587	0.0	0.984676141604	0.970385011813	0.9961816907	0.995883304409	0.997702018293	0.99241776259	0.998142073432	0.999829223429	0.999946686441	0.994741920284	0.998524820623	0.997663695635	0.998590989377	0.993861579111	0.993474104407
GS025.fa.comb	0.999188721661	0.996980708049	0.9987211597	0.997769981299	0.999650220703	0.999253223428	0.999652618039	0.999983488882	1.0	1.0	1.0	0.999988910452	0.999988348451	0.999992010418	1.0	0.999979896972	1.0	0.999991897356	0.999969076628	0.998517366844	0.995847326767	0.996521289948	0.992571090173	0.993523502927	0.995585868529	0.999966428952	0.996126257085	0.993834929622	0.984676141604	0.0	0.992523916751	0.998150260685	0.998508344553	0.999222839017	0.997649133118	0.999497371973	0.9999255645	0.999945874532	0.993365174223	0.999449299195	0.998446084688	0.999699475692	0.999185833503	0.997612686409
GS026.fa.comb	0.997518301189	0.994241321495	0.997111610182	0.993750977128	0.999657226802	0.999380206908	0.997528952778	0.999928666328	0.999878281085	0.999922912371	1.0	0.999889153688	0.999856852845	0.999982785555	0.999945058266	0.999933706053	0.99995597487	0.999973784244	0.99997507695	0.996390219048	0.991732950841	0.990880215812	0.983829647866	0.985463493732	0.989304004067	0.99992983564	0.995445745525	0.990471096849	0.970385011813	0.992523916751	0.0	0.998097220341	0.99744995887	0.998625323924	0.995063439137	0.998916731125	0.999920231647	0.99993207231	0.996869924701	0.999145867724	0.998379991789	0.999085391203	0.996372924952	0.995744313522
GS027.fa.comb	0.999036545426	0.997185031339	0.997962481914	0.997200173185	0.999884752162	0.99980190744	0.999198552306	0.999906887421	0.999950649488	0.999985456608	0.999985876255	0.999992901735	0.999956053615	0.999596286977	0.999714648802	0.998102428891	0.999838390834	0.999982770602	0.999166928159	0.993076232673	0.998437508943	0.998104249117	0.996297385028	0.997319247964	0.998276465075	0.999915129187	0.991109930541	0.991016518203	0.9961816907	0.998150260685	0.998097220341	0.0	0.920838076336	0.978122728777	0.959603050073	0.977417723518	0.995941615464	0.999932191155	0.965934118347	0.964645323428	0.969768171472	0.994008688097	0.996799755643	0.992930023756
GS028.fa.comb	0.999161669311	0.997432007459	0.998293561241	0.997417953853	0.999897406187	0.999835689052	0.999068950935	0.999909864088	0.999952125813	1.0	0.999992005852	0.999991959185	0.999975003333	0.999466594709	0.999716793054	0.998429060878	0.999910682102	0.999993655104	0.999284589633	0.99302377515	0.998470358454	0.9981529158	0.996681839452	0.997221175726	0.998020821452	0.999983518985	0.990631136045	0.99083401456	0.995883304409	0.998508344553	0.99744995887	0.920838076336	0.0	0.979019343005	0.96426512758	0.980049660006	0.996433975139	0.999934188654	0.971521247747	0.965519332092	0.965467571927	0.993451684582	0.997106733314	0.991919102989
GS029.fa.comb	0.999661972122	0.999228898908	0.99930850341	0.999163376595	0.999985395117	0.999928068551	0.999651599071	0.999992098578	0.999979288991	1.0	0.999989619018	1.0	1.0	0.999923425631	0.999876679062	0.999513899148	0.999960932006	1.0	0.999844191689	0.997527014677	0.998933914273	0.999056643895	0.998689316646	0.998840567028	0.999085642336	1.0	0.995989776969	0.994928729694	0.997702018293	0.999222839017	0.998625323924	0.978122728777	0.979019343005	0.0	0.977443593699	0.990829855792	0.998139847682	0.999983005254	0.981750891393	0.985349357244	0.985086120717	0.99520281543	0.998248562404	0.996284226002
GS030.fa.comb	0.99786378274	0.994780669849	0.99504112024	0.995148916968	0.999784647779	0.999613382305	0.998555934291	0.999966718115	0.999995246663	1.0	0.999985723905	0.999990449609	1.0	0.999840427817	0.999753680537	0.999250210307	0.999929692072	0.99996291061	0.999597735249	0.993623434289	0.997426589985	0.996639754542	0.994179004529	0.995329700435	0.996954357837	0.999981693559	0.989766778694	0.987916325232	0.99241776259	0.997649133118	0.995063439137	0.959603050073	0.96426512758	0.977443593699	0.0	0.978271717912	0.996261608534	0.999939129186	0.977049598885	0.974614273771	0.982779546131	0.9900993828	0.994740989005	0.991469555491
GS031.fa.comb	0.997577679091	0.993667568583	0.990472358414	0.993638122348	0.999972354355	0.999886214077	0.999659575756	0.999928314256	0.99995180781	0.999975478176	0.999987940474	0.999991936784	0.999967171474	0.999152027361	0.999585033275	0.999013026879	0.999921545693	0.999996444843	0.999216620186	0.997219106788	0.998648368197	0.998690381759	0.99772040197	0.998642824582	0.99908347705	0.999978164628	0.997363599725	0.99679606066	0.998142073432	0.999497371973	0.998916731125	0.977417723518	0.980049660006	0.990829855792	0.978271717912	0.0	0.993425949533	0.999969875675	0.989799351027	0.982592274976	0.990956125143	0.995367189103	0.996473098419	0.996911827911
GS032.fa.comb	0.99957805534	0.999423901221	0.999787173529	0.999646023596	0.999931122361	0.999958145511	0.999983358919	0.99988130916	0.999971377187	0.999940291675	0.999980874879	0.999971111764	0.999989949648	0.998487429458	0.999216966316	0.998860031283	0.999919252128	0.999992705522	0.999077087652	0.999277725413	0.999970949234	0.999941847787	0.999945759235	0.999931214984	0.999943531338	0.999995499277	0.999664064957	0.999807178879	0.999829223429	0.9999255645	0.999920231647	0.995941615464	0.996433975139	0.998139847682	0.996261608534	0.993425949533	0.0	0.999888131595	0.998321321694	0.997479503656	0.997756654667	0.999691138482	0.999831807925	0.999826714801
GS033.fa.comb	0.99995807787	0.999871215086	0.999977381749	0.999980478187	0.999983225638	0.999994892487	1.0	0.999992627589	0.999997346988	0.999997316207	1.0	0.999994680384	0.999997309061	0.999987833218	0.999992223527	0.999989617927	0.999982857633	0.999995112516	0.999961459156	0.999995128723	0.999995119672	0.999982913848	0.999970521227	0.999980838277	0.999980666522	0.999989884788	0.999978156745	0.999980341976	0.999946686441	0.999945874532	0.99993207231	0.999932191155	0.999934188654	0.999983005254	0.999939129186	0.999969875675	0.999888131595	0.0	0.999825792824	0.999973591623	0.999976617091	0.999989444866	0.999981537114	0.999987823247
GS034.fa.comb	0.99827484696	0.998352258005	0.998481662699	0.998319713151	0.999891578936	0.999884573722	0.999205992113	1.0	1.0	1.0	1.0	1.0	0.999978416529	0.999772728994	0.999906388954	0.999407479861	0.999976814462	0.999992322722	0.999867831706	0.993389861415	0.994008612619	0.997950043791	0.996841256557	0.996008517088	0.998056898751	0.999990712836	0.990569050705	0.99210184017	0.994741920284	0.993365174223	0.996869924701	0.965934118347	0.971521247747	0.981750891393	0.977049598885	0.989799351027	0.998321321694	0.999825792824	0.0	0.982344881724	0.972994784907	0.994540464061	0.996436592304	0.992253037075
GS035.fa.comb	0.999767966353	0.999222697241	0.999226918919	0.999247443209	0.999957622031	0.999956844281	0.999845602899	0.999992378165	0.999970358514	0.999958714578	1.0	0.999980049179	0.999968716435	0.999852108744	0.999809192384	0.999525369892	0.99996983966	0.99999250869	0.999713104319	0.998227653792	0.999574906032	0.999432700346	0.999191756925	0.999393420018	0.999529222602	0.99999085022	0.996948043373	0.996601594051	0.998524820623	0.999449299195	0.999145867724	0.964645323428	0.965519332092	0.985349357244	0.974614273771	0.982592274976	0.997479503656	0.999973591623	0.982344881724	0.0	0.982633545834	0.990846748416	0.996470650802	0.997583359279
GS036.fa.comb	0.9997281904	0.999148759367	0.99930551355	0.999258134893	0.999954522716	0.999964379642	0.999658600616	0.999989956209	0.999956878894	0.999984673977	1.0	0.999985424547	0.999922189888	0.999758679106	0.999846978787	0.998421478164	0.999871269922	1.0	0.999387672739	0.994322338112	0.998653001464	0.99846574807	0.998018614283	0.998202296158	0.998975867107	0.999967905256	0.99141093744	0.99265060241	0.997663695635	0.998446084688	0.998379991789	0.969768171472	0.965467571927	0.985086120717	0.982779546131	0.990956125143	0.997756654667	0.999976617091	0.972994784907	0.982633545834	0.0	0.996354952237	0.99850934446	0.991690877397
